LU0000090123456708002MT0000000000;1.9.1;;;;LU0000090123456708002MT0000000000;3.29.0;;;;LU0000090752630500119MT0000000000;1.9.1;;;;LU0000090752630500119MT0000000000;3.29.0;;;
begin;end;code;value;unit;begin;end;code;value;unit;begin;end;code;value;unit;begin;end;code;value;unit
02.08.2016 00:30;02.08.2016 15:30;220;3.924;KWH;02.08.2016 00:30;02.08.2016 15:30;220;2.238;KAH;02.08.2016 00:30;02.08.2016 15:30;220;0.615;KWH;02.08.2016 00:30;02.08.2016 15:30;220;0.000;KAH
02.08.2016 00:45;02.08.2016 15:45;220;4.509;KWH;02.08.2016 00:45;02.08.2016 15:45;220;2.625;KAH;02.08.2016 00:45;02.08.2016 15:45;220;0.615;KWH;02.08.2016 00:45;02.08.2016 15:45;220;0.000;KAH
02.08.2016 01:00;02.08.2016 16:00;220;3.976;KWH;02.08.2016 01:00;02.08.2016 16:00;220;2.300;KAH;02.08.2016 01:00;02.08.2016 16:00;220;0.625;KWH;02.08.2016 01:00;02.08.2016 16:00;220;0.000;KAH
02.08.2016 01:15;02.08.2016 16:15;220;3.833;KWH;02.08.2016 01:15;02.08.2016 16:15;220;2.188;KAH;02.08.2016 01:15;02.08.2016 16:15;220;0.615;KWH;02.08.2016 01:15;02.08.2016 16:15;220;0.000;KAH
02.08.2016 01:30;02.08.2016 16:30;220;4.522;KWH;02.08.2016 01:30;02.08.2016 16:30;220;2.675;KAH;02.08.2016 01:30;02.08.2016 16:30;220;0.615;KWH;02.08.2016 01:30;02.08.2016 16:30;220;0.000;KAH
02.08.2016 01:45;02.08.2016 16:45;220;4.028;KWH;02.08.2016 01:45;02.08.2016 16:45;220;2.363;KAH;02.08.2016 01:45;02.08.2016 16:45;220;0.615;KWH;02.08.2016 01:45;02.08.2016 16:45;220;0.000;KAH
02.08.2016 02:00;02.08.2016 17:00;220;3.846;KWH;02.08.2016 02:00;02.08.2016 17:00;220;2.213;KAH;02.08.2016 02:00;02.08.2016 17:00;220;0.615;KWH;02.08.2016 02:00;02.08.2016 17:00;220;0.000;KAH
02.08.2016 02:15;02.08.2016 17:15;220;4.626;KWH;02.08.2016 02:15;02.08.2016 17:15;220;2.750;KAH;02.08.2016 02:15;02.08.2016 17:15;220;0.615;KWH;02.08.2016 02:15;02.08.2016 17:15;220;0.000;KAH
02.08.2016 02:30;02.08.2016 17:30;220;3.807;KWH;02.08.2016 02:30;02.08.2016 17:30;220;2.188;KAH;02.08.2016 02:30;02.08.2016 17:30;220;0.615;KWH;02.08.2016 02:30;02.08.2016 17:30;220;0.000;KAH
02.08.2016 02:45;02.08.2016 17:45;220;3.820;KWH;02.08.2016 02:45;02.08.2016 17:45;220;2.175;KAH;02.08.2016 02:45;02.08.2016 17:45;220;0.615;KWH;02.08.2016 02:45;02.08.2016 17:45;220;0.000;KAH
02.08.2016 03:00;02.08.2016 18:00;220;4.717;KWH;02.08.2016 03:00;02.08.2016 18:00;220;2.788;KAH;02.08.2016 03:00;02.08.2016 18:00;220;0.615;KWH;02.08.2016 03:00;02.08.2016 18:00;220;0.000;KAH
02.08.2016 03:15;02.08.2016 18:15;220;3.911;KWH;02.08.2016 03:15;02.08.2016 18:15;220;2.325;KAH;02.08.2016 03:15;02.08.2016 18:15;220;0.615;KWH;02.08.2016 03:15;02.08.2016 18:15;220;0.000;KAH
02.08.2016 03:30;02.08.2016 18:30;220;3.911;KWH;02.08.2016 03:30;02.08.2016 18:30;220;2.238;KAH;02.08.2016 03:30;02.08.2016 18:30;220;0.615;KWH;02.08.2016 03:30;02.08.2016 18:30;220;0.000;KAH
02.08.2016 03:45;02.08.2016 18:45;220;4.366;KWH;02.08.2016 03:45;02.08.2016 18:45;220;2.650;KAH;02.08.2016 03:45;02.08.2016 18:45;220;0.615;KWH;02.08.2016 03:45;02.08.2016 18:45;220;0.000;KAH
02.08.2016 04:00;02.08.2016 19:00;220;4.561;KWH;02.08.2016 04:00;02.08.2016 19:00;220;2.800;KAH;02.08.2016 04:00;02.08.2016 19:00;220;0.615;KWH;02.08.2016 04:00;02.08.2016 19:00;220;0.000;KAH
02.08.2016 04:15;02.08.2016 19:15;220;3.937;KWH;02.08.2016 04:15;02.08.2016 19:15;220;2.288;KAH;02.08.2016 04:15;02.08.2016 19:15;220;0.615;KWH;02.08.2016 04:15;02.08.2016 19:15;220;0.000;KAH
02.08.2016 04:30;02.08.2016 19:30;220;3.950;KWH;02.08.2016 04:30;02.08.2016 19:30;220;2.325;KAH;02.08.2016 04:30;02.08.2016 19:30;220;0.625;KWH;02.08.2016 04:30;02.08.2016 19:30;220;0.000;KAH
02.08.2016 04:45;02.08.2016 19:45;220;4.054;KWH;02.08.2016 04:45;02.08.2016 19:45;220;2.463;KAH;02.08.2016 04:45;02.08.2016 19:45;220;0.615;KWH;02.08.2016 04:45;02.08.2016 19:45;220;0.000;KAH
02.08.2016 05:00;02.08.2016 20:00;220;4.080;KWH;02.08.2016 05:00;02.08.2016 20:00;220;2.363;KAH;02.08.2016 05:00;02.08.2016 20:00;220;0.615;KWH;02.08.2016 05:00;02.08.2016 20:00;220;0.000;KAH
02.08.2016 05:15;02.08.2016 20:15;220;4.925;KWH;02.08.2016 05:15;02.08.2016 20:15;220;2.900;KAH;02.08.2016 05:15;02.08.2016 20:15;220;0.615;KWH;02.08.2016 05:15;02.08.2016 20:15;220;0.000;KAH
02.08.2016 05:30;02.08.2016 20:30;220;3.755;KWH;02.08.2016 05:30;02.08.2016 20:30;220;2.138;KAH;02.08.2016 05:30;02.08.2016 20:30;220;0.615;KWH;02.08.2016 05:30;02.08.2016 20:30;220;0.000;KAH
02.08.2016 05:45;02.08.2016 20:45;220;4.028;KWH;02.08.2016 05:45;02.08.2016 20:45;220;2.438;KAH;02.08.2016 05:45;02.08.2016 20:45;220;0.605;KWH;02.08.2016 05:45;02.08.2016 20:45;220;0.000;KAH
02.08.2016 06:00;02.08.2016 21:00;220;3.872;KWH;02.08.2016 06:00;02.08.2016 21:00;220;2.300;KAH;02.08.2016 06:00;02.08.2016 21:00;220;0.615;KWH;02.08.2016 06:00;02.08.2016 21:00;220;0.000;KAH
02.08.2016 06:15;02.08.2016 21:15;220;3.599;KWH;02.08.2016 06:15;02.08.2016 21:15;220;1.938;KAH;02.08.2016 06:15;02.08.2016 21:15;220;0.615;KWH;02.08.2016 06:15;02.08.2016 21:15;220;0.000;KAH
02.08.2016 06:30;02.08.2016 21:30;220;3.313;KWH;02.08.2016 06:30;02.08.2016 21:30;220;1.700;KAH;02.08.2016 06:30;02.08.2016 21:30;220;0.615;KWH;02.08.2016 06:30;02.08.2016 21:30;220;0.000;KAH
02.08.2016 06:45;02.08.2016 21:45;220;3.625;KWH;02.08.2016 06:45;02.08.2016 21:45;220;1.913;KAH;02.08.2016 06:45;02.08.2016 21:45;220;0.615;KWH;02.08.2016 06:45;02.08.2016 21:45;220;0.000;KAH
02.08.2016 07:00;02.08.2016 22:00;220;3.391;KWH;02.08.2016 07:00;02.08.2016 22:00;220;1.738;KAH;02.08.2016 07:00;02.08.2016 22:00;220;0.615;KWH;02.08.2016 07:00;02.08.2016 22:00;220;0.000;KAH
02.08.2016 07:15;02.08.2016 22:15;220;3.417;KWH;02.08.2016 07:15;02.08.2016 22:15;220;1.713;KAH;02.08.2016 07:15;02.08.2016 22:15;220;0.605;KWH;02.08.2016 07:15;02.08.2016 22:15;220;0.000;KAH
02.08.2016 07:30;02.08.2016 22:30;220;3.313;KWH;02.08.2016 07:30;02.08.2016 22:30;220;1.663;KAH;02.08.2016 07:30;02.08.2016 22:30;220;0.615;KWH;02.08.2016 07:30;02.08.2016 22:30;220;0.000;KAH
02.08.2016 07:45;02.08.2016 22:45;220;4.080;KWH;02.08.2016 07:45;02.08.2016 22:45;220;2.600;KAH;02.08.2016 07:45;02.08.2016 22:45;220;0.615;KWH;02.08.2016 07:45;02.08.2016 22:45;220;0.000;KAH
02.08.2016 08:00;02.08.2016 23:00;220;5.549;KWH;02.08.2016 08:00;02.08.2016 23:00;220;3.263;KAH;02.08.2016 08:00;02.08.2016 23:00;220;0.636;KWH;02.08.2016 08:00;02.08.2016 23:00;220;0.000;KAH
02.08.2016 08:15;02.08.2016 23:15;220;5.419;KWH;02.08.2016 08:15;02.08.2016 23:15;220;3.150;KAH;02.08.2016 08:15;02.08.2016 23:15;220;6.481;KWH;02.08.2016 08:15;02.08.2016 23:15;220;0.000;KAH
02.08.2016 08:30;02.08.2016 23:30;220;6.615;KWH;02.08.2016 08:30;02.08.2016 23:30;220;3.100;KAH;02.08.2016 08:30;02.08.2016 23:30;220;8.197;KWH;02.08.2016 08:30;02.08.2016 23:30;220;0.000;KAH
02.08.2016 08:45;02.08.2016 23:45;220;8.331;KWH;02.08.2016 08:45;02.08.2016 23:45;220;3.313;KAH;02.08.2016 08:45;02.08.2016 23:45;220;8.207;KWH;02.08.2016 08:45;02.08.2016 23:45;220;0.000;KAH
02.08.2016 09:00;03.08.2016 00:00;220;7.187;KWH;02.08.2016 09:00;03.08.2016 00:00;220;3.063;KAH;02.08.2016 09:00;03.08.2016 00:00;220;8.165;KWH;02.08.2016 09:00;03.08.2016 00:00;220;0.000;KAH
02.08.2016 09:15;03.08.2016 00:15;220;6.238;KWH;02.08.2016 09:15;03.08.2016 00:15;220;2.988;KAH;02.08.2016 09:15;03.08.2016 00:15;220;8.155;KWH;02.08.2016 09:15;03.08.2016 00:15;220;0.000;KAH
02.08.2016 09:30;03.08.2016 00:30;220;7.980;KWH;02.08.2016 09:30;03.08.2016 00:30;220;3.263;KAH;02.08.2016 09:30;03.08.2016 00:30;220;8.134;KWH;02.08.2016 09:30;03.08.2016 00:30;220;0.000;KAH
02.08.2016 09:45;03.08.2016 00:45;220;10.060;KWH;02.08.2016 09:45;03.08.2016 00:45;220;3.413;KAH;02.08.2016 09:45;03.08.2016 00:45;220;8.113;KWH;02.08.2016 09:45;03.08.2016 00:45;220;0.000;KAH
02.08.2016 10:00;03.08.2016 01:00;220;9.644;KWH;02.08.2016 10:00;03.08.2016 01:00;220;3.638;KAH;02.08.2016 10:00;03.08.2016 01:00;220;8.238;KWH;02.08.2016 10:00;03.08.2016 01:00;220;0.000;KAH
02.08.2016 10:15;03.08.2016 01:15;220;8.890;KWH;02.08.2016 10:15;03.08.2016 01:15;220;3.213;KAH;02.08.2016 10:15;03.08.2016 01:15;220;8.155;KWH;02.08.2016 10:15;03.08.2016 01:15;220;0.000;KAH
02.08.2016 10:30;03.08.2016 01:30;220;8.552;KWH;02.08.2016 10:30;03.08.2016 01:30;220;3.388;KAH;02.08.2016 10:30;03.08.2016 01:30;220;8.249;KWH;02.08.2016 10:30;03.08.2016 01:30;220;0.000;KAH
02.08.2016 10:45;03.08.2016 01:45;220;8.851;KWH;02.08.2016 10:45;03.08.2016 01:45;220;3.375;KAH;02.08.2016 10:45;03.08.2016 01:45;220;8.290;KWH;02.08.2016 10:45;03.08.2016 01:45;220;0.000;KAH
02.08.2016 11:00;03.08.2016 02:00;220;8.630;KWH;02.08.2016 11:00;03.08.2016 02:00;220;3.575;KAH;02.08.2016 11:00;03.08.2016 02:00;220;8.290;KWH;02.08.2016 11:00;03.08.2016 02:00;220;0.000;KAH
02.08.2016 11:15;03.08.2016 02:15;220;10.359;KWH;02.08.2016 11:15;03.08.2016 02:15;220;3.613;KAH;02.08.2016 11:15;03.08.2016 02:15;220;8.249;KWH;02.08.2016 11:15;03.08.2016 02:15;220;0.000;KAH
02.08.2016 11:30;03.08.2016 02:30;220;10.216;KWH;02.08.2016 11:30;03.08.2016 02:30;220;3.438;KAH;02.08.2016 11:30;03.08.2016 02:30;220;8.290;KWH;02.08.2016 11:30;03.08.2016 02:30;220;0.000;KAH
02.08.2016 11:45;03.08.2016 02:45;220;10.099;KWH;02.08.2016 11:45;03.08.2016 02:45;220;3.563;KAH;02.08.2016 11:45;03.08.2016 02:45;220;8.269;KWH;02.08.2016 11:45;03.08.2016 02:45;220;0.000;KAH
02.08.2016 12:00;03.08.2016 03:00;220;10.593;KWH;02.08.2016 12:00;03.08.2016 03:00;220;4.000;KAH;02.08.2016 12:00;03.08.2016 03:00;220;8.290;KWH;02.08.2016 12:00;03.08.2016 03:00;220;0.000;KAH
02.08.2016 12:15;03.08.2016 03:15;220;11.074;KWH;02.08.2016 12:15;03.08.2016 03:15;220;4.538;KAH;02.08.2016 12:15;03.08.2016 03:15;220;8.269;KWH;02.08.2016 12:15;03.08.2016 03:15;220;0.000;KAH
02.08.2016 12:30;03.08.2016 03:30;220;10.827;KWH;02.08.2016 12:30;03.08.2016 03:30;220;4.063;KAH;02.08.2016 12:30;03.08.2016 03:30;220;8.249;KWH;02.08.2016 12:30;03.08.2016 03:30;220;0.000;KAH
02.08.2016 12:45;03.08.2016 03:45;220;12.270;KWH;02.08.2016 12:45;03.08.2016 03:45;220;4.725;KAH;02.08.2016 12:45;03.08.2016 03:45;220;8.290;KWH;02.08.2016 12:45;03.08.2016 03:45;220;0.000;KAH
02.08.2016 13:00;03.08.2016 04:00;220;11.516;KWH;02.08.2016 13:00;03.08.2016 04:00;220;4.238;KAH;02.08.2016 13:00;03.08.2016 04:00;220;8.249;KWH;02.08.2016 13:00;03.08.2016 04:00;220;0.000;KAH
02.08.2016 13:15;03.08.2016 04:15;220;11.061;KWH;02.08.2016 13:15;03.08.2016 04:15;220;4.338;KAH;02.08.2016 13:15;03.08.2016 04:15;220;8.228;KWH;02.08.2016 13:15;03.08.2016 04:15;220;0.000;KAH
02.08.2016 13:30;03.08.2016 04:30;220;10.931;KWH;02.08.2016 13:30;03.08.2016 04:30;220;4.500;KAH;02.08.2016 13:30;03.08.2016 04:30;220;8.301;KWH;02.08.2016 13:30;03.08.2016 04:30;220;0.000;KAH
02.08.2016 13:45;03.08.2016 04:45;220;9.722;KWH;02.08.2016 13:45;03.08.2016 04:45;220;3.800;KAH;02.08.2016 13:45;03.08.2016 04:45;220;8.269;KWH;02.08.2016 13:45;03.08.2016 04:45;220;0.000;KAH
02.08.2016 14:00;03.08.2016 05:00;220;10.879;KWH;02.08.2016 14:00;03.08.2016 05:00;220;4.538;KAH;02.08.2016 14:00;03.08.2016 05:00;220;8.269;KWH;02.08.2016 14:00;03.08.2016 05:00;220;0.000;KAH
02.08.2016 14:15;03.08.2016 05:15;220;9.527;KWH;02.08.2016 14:15;03.08.2016 05:15;220;3.988;KAH;02.08.2016 14:15;03.08.2016 05:15;220;8.290;KWH;02.08.2016 14:15;03.08.2016 05:15;220;0.000;KAH
02.08.2016 14:30;03.08.2016 05:30;220;9.449;KWH;02.08.2016 14:30;03.08.2016 05:30;220;4.350;KAH;02.08.2016 14:30;03.08.2016 05:30;220;8.280;KWH;02.08.2016 14:30;03.08.2016 05:30;220;0.000;KAH
02.08.2016 14:45;03.08.2016 05:45;220;8.175;KWH;02.08.2016 14:45;03.08.2016 05:45;220;4.025;KAH;02.08.2016 14:45;03.08.2016 05:45;220;8.290;KWH;02.08.2016 14:45;03.08.2016 05:45;220;0.000;KAH
02.08.2016 15:00;03.08.2016 06:00;220;7.382;KWH;02.08.2016 15:00;03.08.2016 06:00;220;4.050;KAH;02.08.2016 15:00;03.08.2016 06:00;220;8.301;KWH;02.08.2016 15:00;03.08.2016 06:00;220;0.000;KAH
02.08.2016 15:15;03.08.2016 06:15;220;7.421;KWH;02.08.2016 15:15;03.08.2016 06:15;220;4.250;KAH;02.08.2016 15:15;03.08.2016 06:15;220;8.269;KWH;02.08.2016 15:15;03.08.2016 06:15;220;0.000;KAH
02.08.2016 15:30;03.08.2016 06:30;220;6.706;KWH;02.08.2016 15:30;03.08.2016 06:30;220;3.900;KAH;02.08.2016 15:30;03.08.2016 06:30;220;8.259;KWH;02.08.2016 15:30;03.08.2016 06:30;220;0.000;KAH
02.08.2016 15:45;03.08.2016 06:45;220;6.212;KWH;02.08.2016 15:45;03.08.2016 06:45;220;3.813;KAH;02.08.2016 15:45;03.08.2016 06:45;220;8.311;KWH;02.08.2016 15:45;03.08.2016 06:45;220;0.000;KAH
02.08.2016 16:00;03.08.2016 07:00;220;4.808;KWH;02.08.2016 16:00;03.08.2016 07:00;220;2.488;KAH;02.08.2016 16:00;03.08.2016 07:00;220;8.290;KWH;02.08.2016 16:00;03.08.2016 07:00;220;0.000;KAH
02.08.2016 16:15;03.08.2016 07:15;220;6.693;KWH;02.08.2016 16:15;03.08.2016 07:15;220;3.675;KAH;02.08.2016 16:15;03.08.2016 07:15;220;8.290;KWH;02.08.2016 16:15;03.08.2016 07:15;220;0.000;KAH
02.08.2016 16:30;03.08.2016 07:30;220;7.070;KWH;02.08.2016 16:30;03.08.2016 07:30;220;4.013;KAH;02.08.2016 16:30;03.08.2016 07:30;220;8.290;KWH;02.08.2016 16:30;03.08.2016 07:30;220;0.000;KAH
02.08.2016 16:45;03.08.2016 07:45;220;9.618;KWH;02.08.2016 16:45;03.08.2016 07:45;220;4.588;KAH;02.08.2016 16:45;03.08.2016 07:45;220;8.238;KWH;02.08.2016 16:45;03.08.2016 07:45;220;0.000;KAH
02.08.2016 17:00;03.08.2016 08:00;220;7.590;KWH;02.08.2016 17:00;03.08.2016 08:00;220;4.063;KAH;02.08.2016 17:00;03.08.2016 08:00;220;8.269;KWH;02.08.2016 17:00;03.08.2016 08:00;220;0.000;KAH
02.08.2016 17:15;03.08.2016 08:15;220;11.152;KWH;02.08.2016 17:15;03.08.2016 08:15;220;4.225;KAH;02.08.2016 17:15;03.08.2016 08:15;220;8.259;KWH;02.08.2016 17:15;03.08.2016 08:15;220;0.000;KAH
02.08.2016 17:30;03.08.2016 08:30;220;11.087;KWH;02.08.2016 17:30;03.08.2016 08:30;220;4.000;KAH;02.08.2016 17:30;03.08.2016 08:30;220;8.259;KWH;02.08.2016 17:30;03.08.2016 08:30;220;0.000;KAH
02.08.2016 17:45;03.08.2016 08:45;220;9.293;KWH;02.08.2016 17:45;03.08.2016 08:45;220;3.875;KAH;02.08.2016 17:45;03.08.2016 08:45;220;8.238;KWH;02.08.2016 17:45;03.08.2016 08:45;220;0.000;KAH
02.08.2016 18:00;03.08.2016 09:00;220;9.787;KWH;02.08.2016 18:00;03.08.2016 09:00;220;4.538;KAH;02.08.2016 18:00;03.08.2016 09:00;220;8.228;KWH;02.08.2016 18:00;03.08.2016 09:00;220;0.000;KAH
02.08.2016 18:15;03.08.2016 09:15;220;8.669;KWH;02.08.2016 18:15;03.08.2016 09:15;220;3.800;KAH;02.08.2016 18:15;03.08.2016 09:15;220;8.238;KWH;02.08.2016 18:15;03.08.2016 09:15;220;0.000;KAH
02.08.2016 18:30;03.08.2016 09:30;220;9.566;KWH;02.08.2016 18:30;03.08.2016 09:30;220;4.300;KAH;02.08.2016 18:30;03.08.2016 09:30;220;8.238;KWH;02.08.2016 18:30;03.08.2016 09:30;220;0.000;KAH
02.08.2016 18:45;03.08.2016 09:45;220;9.553;KWH;02.08.2016 18:45;03.08.2016 09:45;220;4.150;KAH;02.08.2016 18:45;03.08.2016 09:45;220;8.238;KWH;02.08.2016 18:45;03.08.2016 09:45;220;0.000;KAH
02.08.2016 19:00;03.08.2016 10:00;220;10.255;KWH;02.08.2016 19:00;03.08.2016 10:00;220;4.300;KAH;02.08.2016 19:00;03.08.2016 10:00;220;5.836;KWH;02.08.2016 19:00;03.08.2016 10:00;220;0.000;KAH
02.08.2016 19:15;03.08.2016 10:15;220;11.113;KWH;02.08.2016 19:15;03.08.2016 10:15;220;4.475;KAH;02.08.2016 19:15;03.08.2016 10:15;220;0.646;KWH;02.08.2016 19:15;03.08.2016 10:15;220;0.000;KAH
02.08.2016 19:30;03.08.2016 10:30;220;11.087;KWH;02.08.2016 19:30;03.08.2016 10:30;220;4.113;KAH;02.08.2016 19:30;03.08.2016 10:30;220;0.646;KWH;02.08.2016 19:30;03.08.2016 10:30;220;0.000;KAH
02.08.2016 19:45;03.08.2016 10:45;220;12.166;KWH;02.08.2016 19:45;03.08.2016 10:45;220;4.838;KAH;02.08.2016 19:45;03.08.2016 10:45;220;0.646;KWH;02.08.2016 19:45;03.08.2016 10:45;220;0.000;KAH
02.08.2016 20:00;03.08.2016 11:00;220;10.801;KWH;02.08.2016 20:00;03.08.2016 11:00;220;4.113;KAH;02.08.2016 20:00;03.08.2016 11:00;220;0.646;KWH;02.08.2016 20:00;03.08.2016 11:00;220;0.000;KAH
02.08.2016 20:15;03.08.2016 11:15;220;11.217;KWH;02.08.2016 20:15;03.08.2016 11:15;220;4.575;KAH;02.08.2016 20:15;03.08.2016 11:15;220;0.646;KWH;02.08.2016 20:15;03.08.2016 11:15;220;0.000;KAH
02.08.2016 20:30;03.08.2016 11:30;220;11.087;KWH;02.08.2016 20:30;03.08.2016 11:30;220;4.350;KAH;02.08.2016 20:30;03.08.2016 11:30;220;0.646;KWH;02.08.2016 20:30;03.08.2016 11:30;220;0.000;KAH
02.08.2016 20:45;03.08.2016 11:45;220;10.541;KWH;02.08.2016 20:45;03.08.2016 11:45;220;4.425;KAH;02.08.2016 20:45;03.08.2016 11:45;220;0.646;KWH;02.08.2016 20:45;03.08.2016 11:45;220;0.000;KAH
02.08.2016 21:00;03.08.2016 12:00;220;11.230;KWH;02.08.2016 21:00;03.08.2016 12:00;220;4.963;KAH;02.08.2016 21:00;03.08.2016 12:00;220;0.646;KWH;02.08.2016 21:00;03.08.2016 12:00;220;0.000;KAH
02.08.2016 21:15;03.08.2016 12:15;220;10.424;KWH;02.08.2016 21:15;03.08.2016 12:15;220;4.325;KAH;02.08.2016 21:15;03.08.2016 12:15;220;0.646;KWH;02.08.2016 21:15;03.08.2016 12:15;220;0.000;KAH
02.08.2016 21:30;03.08.2016 12:30;220;10.606;KWH;02.08.2016 21:30;03.08.2016 12:30;220;4.675;KAH;02.08.2016 21:30;03.08.2016 12:30;220;0.646;KWH;02.08.2016 21:30;03.08.2016 12:30;220;0.000;KAH
02.08.2016 21:45;03.08.2016 12:45;220;9.774;KWH;02.08.2016 21:45;03.08.2016 12:45;220;4.275;KAH;02.08.2016 21:45;03.08.2016 12:45;220;0.646;KWH;02.08.2016 21:45;03.08.2016 12:45;220;0.000;KAH
02.08.2016 22:00;03.08.2016 13:00;220;10.112;KWH;02.08.2016 22:00;03.08.2016 13:00;220;4.513;KAH;02.08.2016 22:00;03.08.2016 13:00;220;0.657;KWH;02.08.2016 22:00;03.08.2016 13:00;220;0.000;KAH
02.08.2016 22:15;03.08.2016 13:15;220;9.371;KWH;02.08.2016 22:15;03.08.2016 13:15;220;4.000;KAH;02.08.2016 22:15;03.08.2016 13:15;220;0.646;KWH;02.08.2016 22:15;03.08.2016 13:15;220;0.000;KAH
02.08.2016 22:30;03.08.2016 13:30;220;7.161;KWH;02.08.2016 22:30;03.08.2016 13:30;220;2.263;KAH;02.08.2016 22:30;03.08.2016 13:30;220;0.646;KWH;02.08.2016 22:30;03.08.2016 13:30;220;0.000;KAH
02.08.2016 22:45;03.08.2016 13:45;220;7.356;KWH;02.08.2016 22:45;03.08.2016 13:45;220;2.913;KAH;02.08.2016 22:45;03.08.2016 13:45;220;0.625;KWH;02.08.2016 22:45;03.08.2016 13:45;220;0.000;KAH
02.08.2016 23:00;03.08.2016 14:00;220;5.601;KWH;02.08.2016 23:00;03.08.2016 14:00;220;2.463;KAH;02.08.2016 23:00;03.08.2016 14:00;220;0.636;KWH;02.08.2016 23:00;03.08.2016 14:00;220;0.000;KAH
02.08.2016 23:15;03.08.2016 14:15;220;5.159;KWH;02.08.2016 23:15;03.08.2016 14:15;220;2.963;KAH;02.08.2016 23:15;03.08.2016 14:15;220;0.636;KWH;02.08.2016 23:15;03.08.2016 14:15;220;0.000;KAH
02.08.2016 23:30;03.08.2016 14:30;220;4.405;KWH;02.08.2016 23:30;03.08.2016 14:30;220;2.450;KAH;02.08.2016 23:30;03.08.2016 14:30;220;0.625;KWH;02.08.2016 23:30;03.08.2016 14:30;220;0.000;KAH
03.08.2016 00:00;03.08.2016 15:00;220;4.002;KWH;03.08.2016 00:00;03.08.2016 15:00;220;2.088;KAH;03.08.2016 00:00;03.08.2016 15:00;220;0.636;KWH;03.08.2016 00:00;03.08.2016 15:00;220;0.000;KAH
03.08.2016 00:15;03.08.2016 15:15;220;5.003;KWH;03.08.2016 00:15;03.08.2016 15:15;220;2.788;KAH;03.08.2016 00:15;03.08.2016 15:15;220;0.625;KWH;03.08.2016 00:15;03.08.2016 15:15;220;0.000;KAH
03.08.2016 00:30;03.08.2016 15:30;220;4.379;KWH;03.08.2016 00:30;03.08.2016 15:30;220;2.463;KAH;03.08.2016 00:30;03.08.2016 15:30;220;0.636;KWH;03.08.2016 00:30;03.08.2016 15:30;220;0.000;KAH
03.08.2016 00:45;03.08.2016 15:45;220;4.119;KWH;03.08.2016 00:45;03.08.2016 15:45;220;2.275;KAH;03.08.2016 00:45;03.08.2016 15:45;220;0.636;KWH;03.08.2016 00:45;03.08.2016 15:45;220;0.000;KAH
03.08.2016 01:00;03.08.2016 16:00;220;5.094;KWH;03.08.2016 01:00;03.08.2016 16:00;220;2.825;KAH;03.08.2016 01:00;03.08.2016 16:00;220;0.636;KWH;03.08.2016 01:00;03.08.2016 16:00;220;0.000;KAH
03.08.2016 01:15;03.08.2016 16:15;220;4.262;KWH;03.08.2016 01:15;03.08.2016 16:15;220;2.263;KAH;03.08.2016 01:15;03.08.2016 16:15;220;0.625;KWH;03.08.2016 01:15;03.08.2016 16:15;220;0.000;KAH
03.08.2016 01:30;03.08.2016 16:30;220;4.574;KWH;03.08.2016 01:30;03.08.2016 16:30;220;2.450;KAH;03.08.2016 01:30;03.08.2016 16:30;220;0.636;KWH;03.08.2016 01:30;03.08.2016 16:30;220;0.000;KAH
03.08.2016 01:45;03.08.2016 16:45;220;4.691;KWH;03.08.2016 01:45;03.08.2016 16:45;220;2.663;KAH;03.08.2016 01:45;03.08.2016 16:45;220;0.625;KWH;03.08.2016 01:45;03.08.2016 16:45;220;0.000;KAH
03.08.2016 02:00;03.08.2016 17:00;220;4.145;KWH;03.08.2016 02:00;03.08.2016 17:00;220;2.213;KAH;03.08.2016 02:00;03.08.2016 17:00;220;0.636;KWH;03.08.2016 02:00;03.08.2016 17:00;220;0.000;KAH
03.08.2016 02:15;03.08.2016 17:15;220;4.743;KWH;03.08.2016 02:15;03.08.2016 17:15;220;2.638;KAH;03.08.2016 02:15;03.08.2016 17:15;220;0.636;KWH;03.08.2016 02:15;03.08.2016 17:15;220;0.000;KAH
03.08.2016 02:30;03.08.2016 17:30;220;4.418;KWH;03.08.2016 02:30;03.08.2016 17:30;220;2.438;KAH;03.08.2016 02:30;03.08.2016 17:30;220;0.625;KWH;03.08.2016 02:30;03.08.2016 17:30;220;0.000;KAH
03.08.2016 02:45;03.08.2016 17:45;220;4.106;KWH;03.08.2016 02:45;03.08.2016 17:45;220;2.275;KAH;03.08.2016 02:45;03.08.2016 17:45;220;0.636;KWH;03.08.2016 02:45;03.08.2016 17:45;220;0.000;KAH
03.08.2016 03:00;03.08.2016 18:00;220;4.912;KWH;03.08.2016 03:00;03.08.2016 18:00;220;2.763;KAH;03.08.2016 03:00;03.08.2016 18:00;220;0.636;KWH;03.08.2016 03:00;03.08.2016 18:00;220;0.000;KAH
03.08.2016 03:15;03.08.2016 18:15;220;4.522;KWH;03.08.2016 03:15;03.08.2016 18:15;220;2.500;KAH;03.08.2016 03:15;03.08.2016 18:15;220;0.625;KWH;03.08.2016 03:15;03.08.2016 18:15;220;0.000;KAH
03.08.2016 03:30;03.08.2016 18:30;220;4.197;KWH;03.08.2016 03:30;03.08.2016 18:30;220;2.338;KAH;03.08.2016 03:30;03.08.2016 18:30;220;0.636;KWH;03.08.2016 03:30;03.08.2016 18:30;220;0.000;KAH
