LU0000090123456708002MT0000000000;1.9.1;;;;LU0000090123456708002MT0000000000;3.29.0;;;;LU0000090752630500119MT0000000000;1.9.1;;;;LU0000090752630500119MT0000000000;3.29.0;;;
begin;end;code;value;unit;begin;end;code;value;unit;begin;end;code;value;unit;begin;end;code;value;unit
19.08.2016 00:15;19.08.2016 15:15;220;4.587;KWH;19.08.2016 00:15;19.08.2016 15:15;220;2.463;KAH;19.08.2016 00:15;19.08.2016 15:15;220;0.501;KWH;19.08.2016 00:15;19.08.2016 15:15;220;0.000;KAH
19.08.2016 00:30;19.08.2016 15:30;220;4.678;KWH;19.08.2016 00:30;19.08.2016 15:30;220;2.638;KAH;19.08.2016 00:30;19.08.2016 15:30;220;0.511;KWH;19.08.2016 00:30;19.08.2016 15:30;220;0.000;KAH
19.08.2016 00:45;19.08.2016 15:45;220;4.808;KWH;19.08.2016 00:45;19.08.2016 15:45;220;2.688;KAH;19.08.2016 00:45;19.08.2016 15:45;220;0.501;KWH;19.08.2016 00:45;19.08.2016 15:45;220;0.000;KAH
19.08.2016 01:00;19.08.2016 16:00;220;4.054;KWH;19.08.2016 01:00;19.08.2016 16:00;220;2.138;KAH;19.08.2016 01:00;19.08.2016 16:00;220;0.501;KWH;19.08.2016 01:00;19.08.2016 16:00;220;0.000;KAH
19.08.2016 01:15;19.08.2016 16:15;220;4.964;KWH;19.08.2016 01:15;19.08.2016 16:15;220;2.775;KAH;19.08.2016 01:15;19.08.2016 16:15;220;0.511;KWH;19.08.2016 01:15;19.08.2016 16:15;220;0.000;KAH
19.08.2016 01:30;19.08.2016 16:30;220;4.457;KWH;19.08.2016 01:30;19.08.2016 16:30;220;2.413;KAH;19.08.2016 01:30;19.08.2016 16:30;220;0.501;KWH;19.08.2016 01:30;19.08.2016 16:30;220;0.000;KAH
19.08.2016 01:45;19.08.2016 16:45;220;4.158;KWH;19.08.2016 01:45;19.08.2016 16:45;220;2.288;KAH;19.08.2016 01:45;19.08.2016 16:45;220;0.511;KWH;19.08.2016 01:45;19.08.2016 16:45;220;0.000;KAH
19.08.2016 02:00;19.08.2016 17:00;220;5.003;KWH;19.08.2016 02:00;19.08.2016 17:00;220;2.763;KAH;19.08.2016 02:00;19.08.2016 17:00;220;0.501;KWH;19.08.2016 02:00;19.08.2016 17:00;220;0.000;KAH
19.08.2016 02:15;19.08.2016 17:15;220;4.249;KWH;19.08.2016 02:15;19.08.2016 17:15;220;2.350;KAH;19.08.2016 02:15;19.08.2016 17:15;220;0.501;KWH;19.08.2016 02:15;19.08.2016 17:15;220;0.000;KAH
19.08.2016 02:30;19.08.2016 17:30;220;4.158;KWH;19.08.2016 02:30;19.08.2016 17:30;220;2.300;KAH;19.08.2016 02:30;19.08.2016 17:30;220;0.511;KWH;19.08.2016 02:30;19.08.2016 17:30;220;0.000;KAH
19.08.2016 02:45;19.08.2016 17:45;220;4.691;KWH;19.08.2016 02:45;19.08.2016 17:45;220;2.488;KAH;19.08.2016 02:45;19.08.2016 17:45;220;0.501;KWH;19.08.2016 02:45;19.08.2016 17:45;220;0.000;KAH
19.08.2016 03:00;19.08.2016 18:00;220;4.561;KWH;19.08.2016 03:00;19.08.2016 18:00;220;2.463;KAH;19.08.2016 03:00;19.08.2016 18:00;220;0.501;KWH;19.08.2016 03:00;19.08.2016 18:00;220;0.000;KAH
19.08.2016 03:15;19.08.2016 18:15;220;4.067;KWH;19.08.2016 03:15;19.08.2016 18:15;220;2.188;KAH;19.08.2016 03:15;19.08.2016 18:15;220;0.501;KWH;19.08.2016 03:15;19.08.2016 18:15;220;0.000;KAH
19.08.2016 03:30;19.08.2016 18:30;220;4.132;KWH;19.08.2016 03:30;19.08.2016 18:30;220;2.275;KAH;19.08.2016 03:30;19.08.2016 18:30;220;0.511;KWH;19.08.2016 03:30;19.08.2016 18:30;220;0.000;KAH
19.08.2016 03:45;19.08.2016 18:45;220;4.847;KWH;19.08.2016 03:45;19.08.2016 18:45;220;2.713;KAH;19.08.2016 03:45;19.08.2016 18:45;220;0.501;KWH;19.08.2016 03:45;19.08.2016 18:45;220;0.000;KAH
19.08.2016 04:00;19.08.2016 19:00;220;4.145;KWH;19.08.2016 04:00;19.08.2016 19:00;220;2.250;KAH;19.08.2016 04:00;19.08.2016 19:00;220;0.501;KWH;19.08.2016 04:00;19.08.2016 19:00;220;0.000;KAH
19.08.2016 04:15;19.08.2016 19:15;220;4.327;KWH;19.08.2016 04:15;19.08.2016 19:15;220;2.325;KAH;19.08.2016 04:15;19.08.2016 19:15;220;0.501;KWH;19.08.2016 04:15;19.08.2016 19:15;220;0.000;KAH
19.08.2016 04:30;19.08.2016 19:30;220;4.249;KWH;19.08.2016 04:30;19.08.2016 19:30;220;2.313;KAH;19.08.2016 04:30;19.08.2016 19:30;220;0.511;KWH;19.08.2016 04:30;19.08.2016 19:30;220;0.000;KAH
19.08.2016 04:45;19.08.2016 19:45;220;4.158;KWH;19.08.2016 04:45;19.08.2016 19:45;220;2.288;KAH;19.08.2016 04:45;19.08.2016 19:45;220;0.511;KWH;19.08.2016 04:45;19.08.2016 19:45;220;0.000;KAH
19.08.2016 05:00;19.08.2016 20:00;220;4.587;KWH;19.08.2016 05:00;19.08.2016 20:00;220;2.538;KAH;19.08.2016 05:00;19.08.2016 20:00;220;0.501;KWH;19.08.2016 05:00;19.08.2016 20:00;220;0.000;KAH
19.08.2016 05:15;19.08.2016 20:15;220;4.847;KWH;19.08.2016 05:15;19.08.2016 20:15;220;2.650;KAH;19.08.2016 05:15;19.08.2016 20:15;220;0.501;KWH;19.08.2016 05:15;19.08.2016 20:15;220;0.000;KAH
19.08.2016 05:30;19.08.2016 20:30;220;4.197;KWH;19.08.2016 05:30;19.08.2016 20:30;220;2.213;KAH;19.08.2016 05:30;19.08.2016 20:30;220;0.511;KWH;19.08.2016 05:30;19.08.2016 20:30;220;0.000;KAH
19.08.2016 05:45;19.08.2016 20:45;220;4.002;KWH;19.08.2016 05:45;19.08.2016 20:45;220;2.125;KAH;19.08.2016 05:45;19.08.2016 20:45;220;0.501;KWH;19.08.2016 05:45;19.08.2016 20:45;220;0.000;KAH
19.08.2016 06:00;19.08.2016 21:00;220;3.924;KWH;19.08.2016 06:00;19.08.2016 21:00;220;2.000;KAH;19.08.2016 06:00;19.08.2016 21:00;220;0.501;KWH;19.08.2016 06:00;19.08.2016 21:00;220;0.000;KAH
19.08.2016 06:15;19.08.2016 21:15;220;4.015;KWH;19.08.2016 06:15;19.08.2016 21:15;220;2.050;KAH;19.08.2016 06:15;19.08.2016 21:15;220;0.501;KWH;19.08.2016 06:15;19.08.2016 21:15;220;0.000;KAH
19.08.2016 06:30;19.08.2016 21:30;220;3.781;KWH;19.08.2016 06:30;19.08.2016 21:30;220;1.888;KAH;19.08.2016 06:30;19.08.2016 21:30;220;0.501;KWH;19.08.2016 06:30;19.08.2016 21:30;220;0.000;KAH
19.08.2016 06:45;19.08.2016 21:45;220;3.937;KWH;19.08.2016 06:45;19.08.2016 21:45;220;1.988;KAH;19.08.2016 06:45;19.08.2016 21:45;220;0.501;KWH;19.08.2016 06:45;19.08.2016 21:45;220;0.000;KAH
19.08.2016 07:00;19.08.2016 22:00;220;3.872;KWH;19.08.2016 07:00;19.08.2016 22:00;220;1.925;KAH;19.08.2016 07:00;19.08.2016 22:00;220;0.501;KWH;19.08.2016 07:00;19.08.2016 22:00;220;0.000;KAH
19.08.2016 07:15;19.08.2016 22:15;220;4.795;KWH;19.08.2016 07:15;19.08.2016 22:15;220;2.513;KAH;19.08.2016 07:15;19.08.2016 22:15;220;0.501;KWH;19.08.2016 07:15;19.08.2016 22:15;220;0.000;KAH
19.08.2016 07:30;19.08.2016 22:30;220;5.250;KWH;19.08.2016 07:30;19.08.2016 22:30;220;3.213;KAH;19.08.2016 07:30;19.08.2016 22:30;220;0.501;KWH;19.08.2016 07:30;19.08.2016 22:30;220;0.000;KAH
19.08.2016 07:45;19.08.2016 22:45;220;4.496;KWH;19.08.2016 07:45;19.08.2016 22:45;220;3.063;KAH;19.08.2016 07:45;19.08.2016 22:45;220;0.501;KWH;19.08.2016 07:45;19.08.2016 22:45;220;0.000;KAH
19.08.2016 08:00;19.08.2016 23:00;220;5.952;KWH;19.08.2016 08:00;19.08.2016 23:00;220;3.100;KAH;19.08.2016 08:00;19.08.2016 23:00;220;0.501;KWH;19.08.2016 08:00;19.08.2016 23:00;220;0.000;KAH
19.08.2016 08:15;19.08.2016 23:15;220;7.174;KWH;19.08.2016 08:15;19.08.2016 23:15;220;3.238;KAH;19.08.2016 08:15;19.08.2016 23:15;220;5.669;KWH;19.08.2016 08:15;19.08.2016 23:15;220;0.000;KAH
19.08.2016 08:30;19.08.2016 23:30;220;9.280;KWH;19.08.2016 08:30;19.08.2016 23:30;220;3.088;KAH;19.08.2016 08:30;19.08.2016 23:30;220;8.290;KWH;19.08.2016 08:30;19.08.2016 23:30;220;0.000;KAH
19.08.2016 08:45;19.08.2016 23:45;220;8.500;KWH;19.08.2016 08:45;19.08.2016 23:45;220;3.125;KAH;19.08.2016 08:45;19.08.2016 23:45;220;8.290;KWH;19.08.2016 08:45;19.08.2016 23:45;220;0.000;KAH
19.08.2016 09:00;20.08.2016 00:00;220;7.616;KWH;19.08.2016 09:00;20.08.2016 00:00;220;3.113;KAH;19.08.2016 09:00;20.08.2016 00:00;220;8.321;KWH;19.08.2016 09:00;20.08.2016 00:00;220;0.000;KAH
19.08.2016 09:15;20.08.2016 00:15;220;7.447;KWH;19.08.2016 09:15;20.08.2016 00:15;220;3.300;KAH;19.08.2016 09:15;20.08.2016 00:15;220;8.228;KWH;19.08.2016 09:15;20.08.2016 00:15;220;0.000;KAH
19.08.2016 09:30;20.08.2016 00:30;220;7.096;KWH;19.08.2016 09:30;20.08.2016 00:30;220;3.475;KAH;19.08.2016 09:30;20.08.2016 00:30;220;8.238;KWH;19.08.2016 09:30;20.08.2016 00:30;220;0.000;KAH
19.08.2016 09:45;20.08.2016 00:45;220;8.071;KWH;19.08.2016 09:45;20.08.2016 00:45;220;3.513;KAH;19.08.2016 09:45;20.08.2016 00:45;220;8.155;KWH;19.08.2016 09:45;20.08.2016 00:45;220;0.000;KAH
19.08.2016 10:00;20.08.2016 01:00;220;10.593;KWH;19.08.2016 10:00;20.08.2016 01:00;220;4.325;KAH;19.08.2016 10:00;20.08.2016 01:00;220;8.217;KWH;19.08.2016 10:00;20.08.2016 01:00;220;0.000;KAH
19.08.2016 10:15;20.08.2016 01:15;220;10.515;KWH;19.08.2016 10:15;20.08.2016 01:15;220;4.150;KAH;19.08.2016 10:15;20.08.2016 01:15;220;8.113;KWH;19.08.2016 10:15;20.08.2016 01:15;220;0.000;KAH
19.08.2016 10:30;20.08.2016 01:30;220;9.566;KWH;19.08.2016 10:30;20.08.2016 01:30;220;3.688;KAH;19.08.2016 10:30;20.08.2016 01:30;220;8.259;KWH;19.08.2016 10:30;20.08.2016 01:30;220;0.000;KAH
19.08.2016 10:45;20.08.2016 01:45;220;8.656;KWH;19.08.2016 10:45;20.08.2016 01:45;220;3.975;KAH;19.08.2016 10:45;20.08.2016 01:45;220;8.353;KWH;19.08.2016 10:45;20.08.2016 01:45;220;0.000;KAH
19.08.2016 11:00;20.08.2016 02:00;220;10.177;KWH;19.08.2016 11:00;20.08.2016 02:00;220;4.125;KAH;19.08.2016 11:00;20.08.2016 02:00;220;8.321;KWH;19.08.2016 11:00;20.08.2016 02:00;220;0.000;KAH
19.08.2016 11:15;20.08.2016 02:15;220;10.203;KWH;19.08.2016 11:15;20.08.2016 02:15;220;3.888;KAH;19.08.2016 11:15;20.08.2016 02:15;220;8.332;KWH;19.08.2016 11:15;20.08.2016 02:15;220;0.000;KAH
19.08.2016 11:30;20.08.2016 02:30;220;11.399;KWH;19.08.2016 11:30;20.08.2016 02:30;220;4.513;KAH;19.08.2016 11:30;20.08.2016 02:30;220;8.311;KWH;19.08.2016 11:30;20.08.2016 02:30;220;0.000;KAH
19.08.2016 11:45;20.08.2016 02:45;220;10.554;KWH;19.08.2016 11:45;20.08.2016 02:45;220;4.000;KAH;19.08.2016 11:45;20.08.2016 02:45;220;8.290;KWH;19.08.2016 11:45;20.08.2016 02:45;220;0.000;KAH
19.08.2016 12:00;20.08.2016 03:00;220;11.113;KWH;19.08.2016 12:00;20.08.2016 03:00;220;4.775;KAH;19.08.2016 12:00;20.08.2016 03:00;220;8.446;KWH;19.08.2016 12:00;20.08.2016 03:00;220;0.000;KAH
19.08.2016 12:15;20.08.2016 03:15;220;10.424;KWH;19.08.2016 12:15;20.08.2016 03:15;220;3.950;KAH;19.08.2016 12:15;20.08.2016 03:15;220;8.321;KWH;19.08.2016 12:15;20.08.2016 03:15;220;0.000;KAH
19.08.2016 12:30;20.08.2016 03:30;220;12.309;KWH;19.08.2016 12:30;20.08.2016 03:30;220;4.950;KAH;19.08.2016 12:30;20.08.2016 03:30;220;8.321;KWH;19.08.2016 12:30;20.08.2016 03:30;220;0.000;KAH
19.08.2016 12:45;20.08.2016 03:45;220;12.101;KWH;19.08.2016 12:45;20.08.2016 03:45;220;4.525;KAH;19.08.2016 12:45;20.08.2016 03:45;220;8.332;KWH;19.08.2016 12:45;20.08.2016 03:45;220;0.000;KAH
19.08.2016 13:00;20.08.2016 04:00;220;12.101;KWH;19.08.2016 13:00;20.08.2016 04:00;220;4.463;KAH;19.08.2016 13:00;20.08.2016 04:00;220;8.290;KWH;19.08.2016 13:00;20.08.2016 04:00;220;0.000;KAH
19.08.2016 13:15;20.08.2016 04:15;220;12.556;KWH;19.08.2016 13:15;20.08.2016 04:15;220;4.950;KAH;19.08.2016 13:15;20.08.2016 04:15;220;8.363;KWH;19.08.2016 13:15;20.08.2016 04:15;220;0.000;KAH
19.08.2016 13:30;20.08.2016 04:30;220;10.749;KWH;19.08.2016 13:30;20.08.2016 04:30;220;4.325;KAH;19.08.2016 13:30;20.08.2016 04:30;220;8.301;KWH;19.08.2016 13:30;20.08.2016 04:30;220;0.000;KAH
19.08.2016 13:45;20.08.2016 04:45;220;11.035;KWH;19.08.2016 13:45;20.08.2016 04:45;220;4.588;KAH;19.08.2016 13:45;20.08.2016 04:45;220;8.301;KWH;19.08.2016 13:45;20.08.2016 04:45;220;0.000;KAH
19.08.2016 14:00;20.08.2016 05:00;220;10.931;KWH;19.08.2016 14:00;20.08.2016 05:00;220;4.725;KAH;19.08.2016 14:00;20.08.2016 05:00;220;8.332;KWH;19.08.2016 14:00;20.08.2016 05:00;220;0.000;KAH
19.08.2016 14:15;20.08.2016 05:15;220;10.385;KWH;19.08.2016 14:15;20.08.2016 05:15;220;4.388;KAH;19.08.2016 14:15;20.08.2016 05:15;220;8.311;KWH;19.08.2016 14:15;20.08.2016 05:15;220;0.000;KAH
19.08.2016 14:30;20.08.2016 05:30;220;9.969;KWH;19.08.2016 14:30;20.08.2016 05:30;220;4.388;KAH;19.08.2016 14:30;20.08.2016 05:30;220;8.301;KWH;19.08.2016 14:30;20.08.2016 05:30;220;0.000;KAH
19.08.2016 14:45;20.08.2016 05:45;220;10.424;KWH;19.08.2016 14:45;20.08.2016 05:45;220;4.763;KAH;19.08.2016 14:45;20.08.2016 05:45;220;8.311;KWH;19.08.2016 14:45;20.08.2016 05:45;220;0.000;KAH
19.08.2016 15:00;20.08.2016 06:00;220;8.552;KWH;19.08.2016 15:00;20.08.2016 06:00;220;3.713;KAH;19.08.2016 15:00;20.08.2016 06:00;220;8.301;KWH;19.08.2016 15:00;20.08.2016 06:00;220;0.000;KAH
19.08.2016 15:15;20.08.2016 06:15;220;7.824;KWH;19.08.2016 15:15;20.08.2016 06:15;220;3.013;KAH;19.08.2016 15:15;20.08.2016 06:15;220;8.269;KWH;19.08.2016 15:15;20.08.2016 06:15;220;0.000;KAH
19.08.2016 15:30;20.08.2016 06:30;220;7.889;KWH;19.08.2016 15:30;20.08.2016 06:30;220;3.225;KAH;19.08.2016 15:30;20.08.2016 06:30;220;8.280;KWH;19.08.2016 15:30;20.08.2016 06:30;220;0.000;KAH
19.08.2016 15:45;20.08.2016 06:45;220;7.187;KWH;19.08.2016 15:45;20.08.2016 06:45;220;3.125;KAH;19.08.2016 15:45;20.08.2016 06:45;220;8.311;KWH;19.08.2016 15:45;20.08.2016 06:45;220;0.000;KAH
19.08.2016 16:00;20.08.2016 07:00;220;8.123;KWH;19.08.2016 16:00;20.08.2016 07:00;220;4.400;KAH;19.08.2016 16:00;20.08.2016 07:00;220;8.311;KWH;19.08.2016 16:00;20.08.2016 07:00;220;0.000;KAH
19.08.2016 16:15;20.08.2016 07:15;220;9.566;KWH;19.08.2016 16:15;20.08.2016 07:15;220;4.925;KAH;19.08.2016 16:15;20.08.2016 07:15;220;8.301;KWH;19.08.2016 16:15;20.08.2016 07:15;220;0.000;KAH
19.08.2016 16:30;20.08.2016 07:30;220;9.423;KWH;19.08.2016 16:30;20.08.2016 07:30;220;4.400;KAH;19.08.2016 16:30;20.08.2016 07:30;220;8.280;KWH;19.08.2016 16:30;20.08.2016 07:30;220;0.000;KAH
19.08.2016 16:45;20.08.2016 07:45;220;7.668;KWH;19.08.2016 16:45;20.08.2016 07:45;220;4.400;KAH;19.08.2016 16:45;20.08.2016 07:45;220;8.301;KWH;19.08.2016 16:45;20.08.2016 07:45;220;0.000;KAH
19.08.2016 17:00;20.08.2016 08:00;220;9.839;KWH;19.08.2016 17:00;20.08.2016 08:00;220;4.850;KAH;19.08.2016 17:00;20.08.2016 08:00;220;8.301;KWH;19.08.2016 17:00;20.08.2016 08:00;220;0.000;KAH
19.08.2016 17:15;20.08.2016 08:15;220;9.761;KWH;19.08.2016 17:15;20.08.2016 08:15;220;4.200;KAH;19.08.2016 17:15;20.08.2016 08:15;220;8.301;KWH;19.08.2016 17:15;20.08.2016 08:15;220;0.000;KAH
19.08.2016 17:30;20.08.2016 08:30;220;12.738;KWH;19.08.2016 17:30;20.08.2016 08:30;220;4.675;KAH;19.08.2016 17:30;20.08.2016 08:30;220;8.290;KWH;19.08.2016 17:30;20.08.2016 08:30;220;0.000;KAH
19.08.2016 17:45;20.08.2016 08:45;220;10.801;KWH;19.08.2016 17:45;20.08.2016 08:45;220;4.100;KAH;19.08.2016 17:45;20.08.2016 08:45;220;8.290;KWH;19.08.2016 17:45;20.08.2016 08:45;220;0.000;KAH
19.08.2016 18:00;20.08.2016 09:00;220;11.204;KWH;19.08.2016 18:00;20.08.2016 09:00;220;4.863;KAH;19.08.2016 18:00;20.08.2016 09:00;220;8.301;KWH;19.08.2016 18:00;20.08.2016 09:00;220;0.000;KAH
19.08.2016 18:15;20.08.2016 09:15;220;8.851;KWH;19.08.2016 18:15;20.08.2016 09:15;220;4.150;KAH;19.08.2016 18:15;20.08.2016 09:15;220;8.290;KWH;19.08.2016 18:15;20.08.2016 09:15;220;0.000;KAH
19.08.2016 18:30;20.08.2016 09:30;220;11.672;KWH;19.08.2016 18:30;20.08.2016 09:30;220;4.850;KAH;19.08.2016 18:30;20.08.2016 09:30;220;8.280;KWH;19.08.2016 18:30;20.08.2016 09:30;220;0.000;KAH
19.08.2016 18:45;20.08.2016 09:45;220;10.840;KWH;19.08.2016 18:45;20.08.2016 09:45;220;4.250;KAH;19.08.2016 18:45;20.08.2016 09:45;220;8.155;KWH;19.08.2016 18:45;20.08.2016 09:45;220;0.000;KAH
19.08.2016 19:00;20.08.2016 10:00;220;12.101;KWH;19.08.2016 19:00;20.08.2016 10:00;220;4.863;KAH;19.08.2016 19:00;20.08.2016 10:00;220;6.470;KWH;19.08.2016 19:00;20.08.2016 10:00;220;0.000;KAH
19.08.2016 19:15;20.08.2016 10:15;220;11.503;KWH;19.08.2016 19:15;20.08.2016 10:15;220;4.713;KAH;19.08.2016 19:15;20.08.2016 10:15;220;0.657;KWH;19.08.2016 19:15;20.08.2016 10:15;220;0.000;KAH
19.08.2016 19:30;20.08.2016 10:30;220;11.763;KWH;19.08.2016 19:30;20.08.2016 10:30;220;4.713;KAH;19.08.2016 19:30;20.08.2016 10:30;220;0.521;KWH;19.08.2016 19:30;20.08.2016 10:30;220;0.000;KAH
19.08.2016 19:45;20.08.2016 10:45;220;11.841;KWH;19.08.2016 19:45;20.08.2016 10:45;220;4.888;KAH;19.08.2016 19:45;20.08.2016 10:45;220;0.521;KWH;19.08.2016 19:45;20.08.2016 10:45;220;0.000;KAH
19.08.2016 20:00;20.08.2016 11:00;220;12.413;KWH;19.08.2016 20:00;20.08.2016 11:00;220;4.913;KAH;19.08.2016 20:00;20.08.2016 11:00;220;0.521;KWH;19.08.2016 20:00;20.08.2016 11:00;220;0.000;KAH
19.08.2016 20:15;20.08.2016 11:15;220;12.231;KWH;19.08.2016 20:15;20.08.2016 11:15;220;5.013;KAH;19.08.2016 20:15;20.08.2016 11:15;220;0.521;KWH;19.08.2016 20:15;20.08.2016 11:15;220;0.000;KAH
19.08.2016 20:30;20.08.2016 11:30;220;11.802;KWH;19.08.2016 20:30;20.08.2016 11:30;220;4.538;KAH;19.08.2016 20:30;20.08.2016 11:30;220;0.521;KWH;19.08.2016 20:30;20.08.2016 11:30;220;0.000;KAH
19.08.2016 20:45;20.08.2016 11:45;220;12.855;KWH;19.08.2016 20:45;20.08.2016 11:45;220;5.438;KAH;19.08.2016 20:45;20.08.2016 11:45;220;0.521;KWH;19.08.2016 20:45;20.08.2016 11:45;220;0.000;KAH
19.08.2016 21:00;20.08.2016 12:00;220;11.568;KWH;19.08.2016 21:00;20.08.2016 12:00;220;4.525;KAH;19.08.2016 21:00;20.08.2016 12:00;220;0.521;KWH;19.08.2016 21:00;20.08.2016 12:00;220;0.000;KAH
19.08.2016 21:15;20.08.2016 12:15;220;12.127;KWH;19.08.2016 21:15;20.08.2016 12:15;220;5.175;KAH;19.08.2016 21:15;20.08.2016 12:15;220;0.521;KWH;19.08.2016 21:15;20.08.2016 12:15;220;0.000;KAH
19.08.2016 21:30;20.08.2016 12:30;220;10.541;KWH;19.08.2016 21:30;20.08.2016 12:30;220;4.250;KAH;19.08.2016 21:30;20.08.2016 12:30;220;0.521;KWH;19.08.2016 21:30;20.08.2016 12:30;220;0.000;KAH
19.08.2016 21:45;20.08.2016 12:45;220;11.698;KWH;19.08.2016 21:45;20.08.2016 12:45;220;5.338;KAH;19.08.2016 21:45;20.08.2016 12:45;220;0.521;KWH;19.08.2016 21:45;20.08.2016 12:45;220;0.000;KAH
19.08.2016 22:00;20.08.2016 13:00;220;10.593;KWH;19.08.2016 22:00;20.08.2016 13:00;220;4.575;KAH;19.08.2016 22:00;20.08.2016 13:00;220;0.521;KWH;19.08.2016 22:00;20.08.2016 13:00;220;0.000;KAH
19.08.2016 22:15;20.08.2016 13:15;220;10.034;KWH;19.08.2016 22:15;20.08.2016 13:15;220;5.113;KAH;19.08.2016 22:15;20.08.2016 13:15;220;0.521;KWH;19.08.2016 22:15;20.08.2016 13:15;220;0.000;KAH
19.08.2016 22:30;20.08.2016 13:30;220;7.564;KWH;19.08.2016 22:30;20.08.2016 13:30;220;3.488;KAH;19.08.2016 22:30;20.08.2016 13:30;220;0.511;KWH;19.08.2016 22:30;20.08.2016 13:30;220;0.000;KAH
19.08.2016 22:45;20.08.2016 13:45;220;6.719;KWH;19.08.2016 22:45;20.08.2016 13:45;220;3.275;KAH;19.08.2016 22:45;20.08.2016 13:45;220;0.511;KWH;19.08.2016 22:45;20.08.2016 13:45;220;0.000;KAH
19.08.2016 23:00;20.08.2016 14:00;220;5.835;KWH;19.08.2016 23:00;20.08.2016 14:00;220;3.263;KAH;19.08.2016 23:00;20.08.2016 14:00;220;0.511;KWH;19.08.2016 23:00;20.08.2016 14:00;220;0.000;KAH
19.08.2016 23:15;20.08.2016 14:15;220;4.912;KWH;19.08.2016 23:15;20.08.2016 14:15;220;3.013;KAH;19.08.2016 23:15;20.08.2016 14:15;220;0.511;KWH;19.08.2016 23:15;20.08.2016 14:15;220;0.000;KAH
19.08.2016 23:30;20.08.2016 14:30;220;5.367;KWH;19.08.2016 23:30;20.08.2016 14:30;220;3.275;KAH;19.08.2016 23:30;20.08.2016 14:30;220;0.501;KWH;19.08.2016 23:30;20.08.2016 14:30;220;0.000;KAH
20.08.2016 00:00;20.08.2016 15:00;220;4.002;KWH;20.08.2016 00:00;20.08.2016 15:00;220;2.338;KAH;20.08.2016 00:00;20.08.2016 15:00;220;0.511;KWH;20.08.2016 00:00;20.08.2016 15:00;220;0.000;KAH
20.08.2016 00:15;20.08.2016 15:15;220;5.094;KWH;20.08.2016 00:15;20.08.2016 15:15;220;2.963;KAH;20.08.2016 00:15;20.08.2016 15:15;220;0.501;KWH;20.08.2016 00:15;20.08.2016 15:15;220;0.000;KAH
20.08.2016 00:30;20.08.2016 15:30;220;3.989;KWH;20.08.2016 00:30;20.08.2016 15:30;220;2.325;KAH;20.08.2016 00:30;20.08.2016 15:30;220;0.511;KWH;20.08.2016 00:30;20.08.2016 15:30;220;0.000;KAH
20.08.2016 00:45;20.08.2016 15:45;220;4.665;KWH;20.08.2016 00:45;20.08.2016 15:45;220;2.725;KAH;20.08.2016 00:45;20.08.2016 15:45;220;0.501;KWH;20.08.2016 00:45;20.08.2016 15:45;220;0.000;KAH
20.08.2016 01:00;20.08.2016 16:00;220;4.236;KWH;20.08.2016 01:00;20.08.2016 16:00;220;2.425;KAH;20.08.2016 01:00;20.08.2016 16:00;220;0.501;KWH;20.08.2016 01:00;20.08.2016 16:00;220;0.000;KAH
20.08.2016 01:15;20.08.2016 16:15;220;4.314;KWH;20.08.2016 01:15;20.08.2016 16:15;220;2.525;KAH;20.08.2016 01:15;20.08.2016 16:15;220;0.511;KWH;20.08.2016 01:15;20.08.2016 16:15;220;0.000;KAH
20.08.2016 01:30;20.08.2016 16:30;220;4.496;KWH;20.08.2016 01:30;20.08.2016 16:30;220;2.575;KAH;20.08.2016 01:30;20.08.2016 16:30;220;0.501;KWH;20.08.2016 01:30;20.08.2016 16:30;220;0.000;KAH
20.08.2016 01:45;20.08.2016 16:45;220;4.041;KWH;20.08.2016 01:45;20.08.2016 16:45;220;2.325;KAH;20.08.2016 01:45;20.08.2016 16:45;220;0.501;KWH;20.08.2016 01:45;20.08.2016 16:45;220;0.000;KAH
20.08.2016 02:00;20.08.2016 17:00;220;4.860;KWH;20.08.2016 02:00;20.08.2016 17:00;220;2.950;KAH;20.08.2016 02:00;20.08.2016 17:00;220;0.511;KWH;20.08.2016 02:00;20.08.2016 17:00;220;0.000;KAH
20.08.2016 02:15;20.08.2016 17:15;220;4.054;KWH;20.08.2016 02:15;20.08.2016 17:15;220;2.350;KAH;20.08.2016 02:15;20.08.2016 17:15;220;0.501;KWH;20.08.2016 02:15;20.08.2016 17:15;220;0.000;KAH
20.08.2016 02:30;20.08.2016 17:30;220;3.989;KWH;20.08.2016 02:30;20.08.2016 17:30;220;2.363;KAH;20.08.2016 02:30;20.08.2016 17:30;220;0.511;KWH;20.08.2016 02:30;20.08.2016 17:30;220;0.000;KAH
20.08.2016 02:45;20.08.2016 17:45;220;4.964;KWH;20.08.2016 02:45;20.08.2016 17:45;220;3.000;KAH;20.08.2016 02:45;20.08.2016 17:45;220;0.501;KWH;20.08.2016 02:45;20.08.2016 17:45;220;0.000;KAH
20.08.2016 03:00;20.08.2016 18:00;220;3.911;KWH;20.08.2016 03:00;20.08.2016 18:00;220;2.300;KAH;20.08.2016 03:00;20.08.2016 18:00;220;0.511;KWH;20.08.2016 03:00;20.08.2016 18:00;220;0.000;KAH
20.08.2016 03:15;20.08.2016 18:15;220;4.028;KWH;20.08.2016 03:15;20.08.2016 18:15;220;2.375;KAH;20.08.2016 03:15;20.08.2016 18:15;220;0.501;KWH;20.08.2016 03:15;20.08.2016 18:15;220;0.000;KAH
