LU00000604360ELEC0000000000022455;1.29.0;;;
begin;end;code;value;unit
01.10.2018 00:00;01.10.2018 00:15;220;1.176;
01.10.2018 00:15;01.10.2018 00:30;220;1.164;
01.10.2018 00:30;01.10.2018 00:45;220;1.117;
01.10.2018 00:45;01.10.2018 01:00;220;1.093;
01.10.2018 01:00;01.10.2018 01:15;220;1.070;
01.10.2018 01:15;01.10.2018 01:30;220;1.035;
01.10.2018 01:30;01.10.2018 01:45;220;1.099;
01.10.2018 01:45;01.10.2018 02:00;220;1.040;
01.10.2018 02:00;01.10.2018 02:15;220;1.058;
01.10.2018 02:15;01.10.2018 02:30;220;1.052;
01.10.2018 02:30;01.10.2018 02:45;220;1.035;
01.10.2018 02:45;01.10.2018 03:00;220;1.058;
01.10.2018 03:00;01.10.2018 03:15;220;1.035;
01.10.2018 03:15;01.10.2018 03:30;220;1.052;
01.10.2018 03:30;01.10.2018 03:45;220;1.017;
01.10.2018 03:45;01.10.2018 04:00;220;0.999;
01.10.2018 04:00;01.10.2018 04:15;220;1.017;
01.10.2018 04:15;01.10.2018 04:30;220;1.076;
01.10.2018 04:30;01.10.2018 04:45;220;1.029;
01.10.2018 04:45;01.10.2018 05:00;220;1.111;
01.10.2018 05:00;01.10.2018 05:15;220;1.052;
01.10.2018 05:15;01.10.2018 05:30;220;1.040;
01.10.2018 05:30;01.10.2018 05:45;220;1.087;
01.10.2018 05:45;01.10.2018 06:00;220;1.082;
01.10.2018 06:00;01.10.2018 06:15;220;1.164;
01.10.2018 06:15;01.10.2018 06:30;220;1.387;
01.10.2018 06:30;01.10.2018 06:45;220;1.481;
01.10.2018 06:45;01.10.2018 07:00;220;1.487;
01.10.2018 07:00;01.10.2018 07:15;220;1.417;
01.10.2018 07:15;01.10.2018 07:30;220;1.375;
01.10.2018 07:30;01.10.2018 07:45;220;1.440;
01.10.2018 07:45;01.10.2018 08:00;220;1.417;
01.10.2018 08:00;01.10.2018 08:15;220;1.516;
01.10.2018 08:15;01.10.2018 08:30;220;1.475;
01.10.2018 08:30;01.10.2018 08:45;220;1.540;
01.10.2018 08:45;01.10.2018 09:00;220;1.399;
01.10.2018 09:00;01.10.2018 09:15;220;1.352;
01.10.2018 09:15;01.10.2018 09:30;220;1.452;
01.10.2018 09:30;01.10.2018 09:45;220;1.417;
01.10.2018 09:45;01.10.2018 10:00;220;1.399;
01.10.2018 10:00;01.10.2018 10:15;220;1.334;
01.10.2018 10:15;01.10.2018 10:30;220;1.393;
01.10.2018 10:30;01.10.2018 10:45;220;1.328;
01.10.2018 10:45;01.10.2018 11:00;220;1.481;
01.10.2018 11:00;01.10.2018 11:15;220;1.534;
01.10.2018 11:15;01.10.2018 11:30;220;1.487;
01.10.2018 11:30;01.10.2018 11:45;220;1.458;
01.10.2018 11:45;01.10.2018 12:00;220;1.393;
01.10.2018 12:00;01.10.2018 12:15;220;1.481;
01.10.2018 12:15;01.10.2018 12:30;220;1.475;
01.10.2018 12:30;01.10.2018 12:45;220;1.640;
01.10.2018 12:45;01.10.2018 13:00;220;1.740;
01.10.2018 13:00;01.10.2018 13:15;220;1.658;
01.10.2018 13:15;01.10.2018 13:30;220;1.569;
01.10.2018 13:30;01.10.2018 13:45;220;1.552;
01.10.2018 13:45;01.10.2018 14:00;220;1.464;
01.10.2018 14:00;01.10.2018 14:15;220;1.505;
01.10.2018 14:15;01.10.2018 14:30;220;1.734;
01.10.2018 14:30;01.10.2018 14:45;220;1.593;
01.10.2018 14:45;01.10.2018 15:00;220;1.652;
01.10.2018 15:00;01.10.2018 15:15;220;1.658;
01.10.2018 15:15;01.10.2018 15:30;220;1.558;
01.10.2018 15:30;01.10.2018 15:45;220;1.575;
01.10.2018 15:45;01.10.2018 16:00;220;1.581;
01.10.2018 16:00;01.10.2018 16:15;220;1.675;
01.10.2018 16:15;01.10.2018 16:30;220;1.640;
01.10.2018 16:30;01.10.2018 16:45;220;1.581;
01.10.2018 16:45;01.10.2018 17:00;220;1.810;
01.10.2018 17:00;01.10.2018 17:15;220;2.028;
01.10.2018 17:15;01.10.2018 17:30;220;1.822;
01.10.2018 17:30;01.10.2018 17:45;220;1.810;
01.10.2018 17:45;01.10.2018 18:00;220;1.828;
01.10.2018 18:00;01.10.2018 18:15;220;2.104;
01.10.2018 18:15;01.10.2018 18:30;220;2.010;
01.10.2018 18:30;01.10.2018 18:45;220;1.998;
01.10.2018 18:45;01.10.2018 19:00;220;2.286;
01.10.2018 19:00;01.10.2018 19:15;220;2.292;
01.10.2018 19:15;01.10.2018 19:30;220;2.351;
01.10.2018 19:30;01.10.2018 19:45;220;2.469;
01.10.2018 19:45;01.10.2018 20:00;220;2.239;
01.10.2018 20:00;01.10.2018 20:15;220;2.375;
01.10.2018 20:15;01.10.2018 20:30;220;2.504;
01.10.2018 20:30;01.10.2018 20:45;220;2.275;
01.10.2018 20:45;01.10.2018 21:00;220;2.310;
01.10.2018 21:00;01.10.2018 21:15;220;2.204;
01.10.2018 21:15;01.10.2018 21:30;220;2.292;
01.10.2018 21:30;01.10.2018 21:45;220;2.022;
01.10.2018 21:45;01.10.2018 22:00;220;1.957;
01.10.2018 22:00;01.10.2018 22:15;220;2.063;
01.10.2018 22:15;01.10.2018 22:30;220;1.810;
01.10.2018 22:30;01.10.2018 22:45;220;1.875;
01.10.2018 22:45;01.10.2018 23:00;220;1.628;
01.10.2018 23:00;01.10.2018 23:15;220;1.528;
01.10.2018 23:15;01.10.2018 23:30;220;1.417;
01.10.2018 23:30;01.10.2018 23:45;220;1.328;
01.10.2018 23:45;02.10.2018 00:00;220;1.311;
02.10.2018 00:00;02.10.2018 00:15;220;1.264;
02.10.2018 00:15;02.10.2018 00:30;220;1.240;
02.10.2018 00:30;02.10.2018 00:45;220;1.234;
02.10.2018 00:45;02.10.2018 01:00;220;1.228;
02.10.2018 01:00;02.10.2018 01:15;220;1.258;
02.10.2018 01:15;02.10.2018 01:30;220;1.217;
02.10.2018 01:30;02.10.2018 01:45;220;1.223;
02.10.2018 01:45;02.10.2018 02:00;220;1.134;
02.10.2018 02:00;02.10.2018 02:15;220;1.117;
02.10.2018 02:15;02.10.2018 02:30;220;1.111;
02.10.2018 02:30;02.10.2018 02:45;220;1.134;
02.10.2018 02:45;02.10.2018 03:00;220;1.111;
02.10.2018 03:00;02.10.2018 03:15;220;1.199;
02.10.2018 03:15;02.10.2018 03:30;220;1.087;
02.10.2018 03:30;02.10.2018 03:45;220;1.111;
02.10.2018 03:45;02.10.2018 04:00;220;1.099;
02.10.2018 04:00;02.10.2018 04:15;220;1.117;
02.10.2018 04:15;02.10.2018 04:30;220;1.181;
02.10.2018 04:30;02.10.2018 04:45;220;1.187;
02.10.2018 04:45;02.10.2018 05:00;220;1.246;
02.10.2018 05:00;02.10.2018 05:15;220;1.158;
02.10.2018 05:15;02.10.2018 05:30;220;1.176;
02.10.2018 05:30;02.10.2018 05:45;220;1.205;
02.10.2018 05:45;02.10.2018 06:00;220;1.246;
02.10.2018 06:00;02.10.2018 06:15;220;1.275;
02.10.2018 06:15;02.10.2018 06:30;220;1.381;
02.10.2018 06:30;02.10.2018 06:45;220;1.511;
02.10.2018 06:45;02.10.2018 07:00;220;1.446;
02.10.2018 07:00;02.10.2018 07:15;220;1.552;
02.10.2018 07:15;02.10.2018 07:30;220;1.669;
02.10.2018 07:30;02.10.2018 07:45;220;1.652;
02.10.2018 07:45;02.10.2018 08:00;220;1.464;
02.10.2018 08:00;02.10.2018 08:15;220;1.469;
02.10.2018 08:15;02.10.2018 08:30;220;1.640;
02.10.2018 08:30;02.10.2018 08:45;220;1.546;
02.10.2018 08:45;02.10.2018 09:00;220;1.605;
02.10.2018 09:00;02.10.2018 09:15;220;1.569;
02.10.2018 09:15;02.10.2018 09:30;220;1.505;
02.10.2018 09:30;02.10.2018 09:45;220;1.834;
02.10.2018 09:45;02.10.2018 10:00;220;1.863;
02.10.2018 10:00;02.10.2018 10:15;220;2.010;
02.10.2018 10:15;02.10.2018 10:30;220;1.616;
02.10.2018 10:30;02.10.2018 10:45;220;1.587;
02.10.2018 10:45;02.10.2018 11:00;220;1.675;
02.10.2018 11:00;02.10.2018 11:15;220;1.775;
02.10.2018 11:15;02.10.2018 11:30;220;1.675;
02.10.2018 11:30;02.10.2018 11:45;220;1.816;
02.10.2018 11:45;02.10.2018 12:00;220;1.852;
02.10.2018 12:00;02.10.2018 12:15;220;1.787;
02.10.2018 12:15;02.10.2018 12:30;220;1.981;
02.10.2018 12:30;02.10.2018 12:45;220;2.081;
02.10.2018 12:45;02.10.2018 13:00;220;2.022;
02.10.2018 13:00;02.10.2018 13:15;220;2.169;
02.10.2018 13:15;02.10.2018 13:30;220;2.022;
02.10.2018 13:30;02.10.2018 13:45;220;2.122;
02.10.2018 13:45;02.10.2018 14:00;220;1.852;
02.10.2018 14:00;02.10.2018 14:15;220;2.063;
02.10.2018 14:15;02.10.2018 14:30;220;1.810;
02.10.2018 14:30;02.10.2018 14:45;220;1.740;
02.10.2018 14:45;02.10.2018 15:00;220;1.816;
02.10.2018 15:00;02.10.2018 15:15;220;1.869;
02.10.2018 15:15;02.10.2018 15:30;220;1.875;
02.10.2018 15:30;02.10.2018 15:45;220;1.910;
02.10.2018 15:45;02.10.2018 16:00;220;1.793;
02.10.2018 16:00;02.10.2018 16:15;220;1.699;
02.10.2018 16:15;02.10.2018 16:30;220;1.605;
02.10.2018 16:30;02.10.2018 16:45;220;1.599;
02.10.2018 16:45;02.10.2018 17:00;220;1.693;
02.10.2018 17:00;02.10.2018 17:15;220;1.752;
02.10.2018 17:15;02.10.2018 17:30;220;1.922;
02.10.2018 17:30;02.10.2018 17:45;220;1.957;
02.10.2018 17:45;02.10.2018 18:00;220;1.975;
02.10.2018 18:00;02.10.2018 18:15;220;2.034;
02.10.2018 18:15;02.10.2018 18:30;220;1.846;
02.10.2018 18:30;02.10.2018 18:45;220;2.257;
02.10.2018 18:45;02.10.2018 19:00;220;2.322;
02.10.2018 19:00;02.10.2018 19:15;220;2.198;
02.10.2018 19:15;02.10.2018 19:30;220;2.181;
02.10.2018 19:30;02.10.2018 19:45;220;2.433;
02.10.2018 19:45;02.10.2018 20:00;220;2.310;
02.10.2018 20:00;02.10.2018 20:15;220;2.386;
02.10.2018 20:15;02.10.2018 20:30;220;2.151;
02.10.2018 20:30;02.10.2018 20:45;220;2.451;
02.10.2018 20:45;02.10.2018 21:00;220;2.181;
02.10.2018 21:00;02.10.2018 21:15;220;1.987;
02.10.2018 21:15;02.10.2018 21:30;220;1.951;
02.10.2018 21:30;02.10.2018 21:45;220;1.875;
02.10.2018 21:45;02.10.2018 22:00;220;1.928;
02.10.2018 22:00;02.10.2018 22:15;220;1.681;
02.10.2018 22:15;02.10.2018 22:30;220;1.646;
02.10.2018 22:30;02.10.2018 22:45;220;1.605;
02.10.2018 22:45;02.10.2018 23:00;220;1.540;
02.10.2018 23:00;02.10.2018 23:15;220;1.411;
02.10.2018 23:15;02.10.2018 23:30;220;1.240;
02.10.2018 23:30;02.10.2018 23:45;220;1.217;
02.10.2018 23:45;03.10.2018 00:00;220;1.129;
03.10.2018 00:00;03.10.2018 00:15;220;1.123;
03.10.2018 00:15;03.10.2018 00:30;220;1.099;
03.10.2018 00:30;03.10.2018 00:45;220;1.117;
03.10.2018 00:45;03.10.2018 01:00;220;1.117;
03.10.2018 01:00;03.10.2018 01:15;220;1.087;
03.10.2018 01:15;03.10.2018 01:30;220;1.082;
03.10.2018 01:30;03.10.2018 01:45;220;1.082;
03.10.2018 01:45;03.10.2018 02:00;220;1.076;
03.10.2018 02:00;03.10.2018 02:15;220;1.070;
03.10.2018 02:15;03.10.2018 02:30;220;1.046;
03.10.2018 02:30;03.10.2018 02:45;220;1.070;
03.10.2018 02:45;03.10.2018 03:00;220;1.040;
03.10.2018 03:00;03.10.2018 03:15;220;1.011;
03.10.2018 03:15;03.10.2018 03:30;220;1.040;
03.10.2018 03:30;03.10.2018 03:45;220;1.058;
03.10.2018 03:45;03.10.2018 04:00;220;1.040;
03.10.2018 04:00;03.10.2018 04:15;220;1.058;
03.10.2018 04:15;03.10.2018 04:30;220;1.005;
03.10.2018 04:30;03.10.2018 04:45;220;1.123;
03.10.2018 04:45;03.10.2018 05:00;220;1.117;
03.10.2018 05:00;03.10.2018 05:15;220;1.035;
03.10.2018 05:15;03.10.2018 05:30;220;0.999;
03.10.2018 05:30;03.10.2018 05:45;220;1.046;
03.10.2018 05:45;03.10.2018 06:00;220;1.223;
03.10.2018 06:00;03.10.2018 06:15;220;1.199;
03.10.2018 06:15;03.10.2018 06:30;220;1.293;
03.10.2018 06:30;03.10.2018 06:45;220;1.152;
03.10.2018 06:45;03.10.2018 07:00;220;1.287;
03.10.2018 07:00;03.10.2018 07:15;220;1.458;
03.10.2018 07:15;03.10.2018 07:30;220;1.422;
03.10.2018 07:30;03.10.2018 07:45;220;1.428;
03.10.2018 07:45;03.10.2018 08:00;220;1.487;
03.10.2018 08:00;03.10.2018 08:15;220;1.370;
03.10.2018 08:15;03.10.2018 08:30;220;1.528;
03.10.2018 08:30;03.10.2018 08:45;220;1.375;
03.10.2018 08:45;03.10.2018 09:00;220;1.387;
03.10.2018 09:00;03.10.2018 09:15;220;1.364;
03.10.2018 09:15;03.10.2018 09:30;220;1.505;
03.10.2018 09:30;03.10.2018 09:45;220;1.640;
03.10.2018 09:45;03.10.2018 10:00;220;1.587;
03.10.2018 10:00;03.10.2018 10:15;220;1.693;
03.10.2018 10:15;03.10.2018 10:30;220;2.028;
03.10.2018 10:30;03.10.2018 10:45;220;1.669;
03.10.2018 10:45;03.10.2018 11:00;220;1.669;
03.10.2018 11:00;03.10.2018 11:15;220;1.681;
03.10.2018 11:15;03.10.2018 11:30;220;1.722;
03.10.2018 11:30;03.10.2018 11:45;220;1.904;
03.10.2018 11:45;03.10.2018 12:00;220;2.010;
03.10.2018 12:00;03.10.2018 12:15;220;1.852;
03.10.2018 12:15;03.10.2018 12:30;220;1.852;
03.10.2018 12:30;03.10.2018 12:45;220;1.887;
03.10.2018 12:45;03.10.2018 13:00;220;1.893;
03.10.2018 13:00;03.10.2018 13:15;220;1.752;
03.10.2018 13:15;03.10.2018 13:30;220;1.628;
03.10.2018 13:30;03.10.2018 13:45;220;1.705;
03.10.2018 13:45;03.10.2018 14:00;220;2.040;
03.10.2018 14:00;03.10.2018 14:15;220;1.793;
03.10.2018 14:15;03.10.2018 14:30;220;1.728;
03.10.2018 14:30;03.10.2018 14:45;220;1.475;
03.10.2018 14:45;03.10.2018 15:00;220;1.505;
03.10.2018 15:00;03.10.2018 15:15;220;1.540;
03.10.2018 15:15;03.10.2018 15:30;220;1.522;
03.10.2018 15:30;03.10.2018 15:45;220;1.493;
03.10.2018 15:45;03.10.2018 16:00;220;1.464;
03.10.2018 16:00;03.10.2018 16:15;220;1.317;
03.10.2018 16:15;03.10.2018 16:30;220;1.440;
03.10.2018 16:30;03.10.2018 16:45;220;1.352;
03.10.2018 16:45;03.10.2018 17:00;220;1.428;
03.10.2018 17:00;03.10.2018 17:15;220;1.516;
03.10.2018 17:15;03.10.2018 17:30;220;1.405;
03.10.2018 17:30;03.10.2018 17:45;220;1.352;
03.10.2018 17:45;03.10.2018 18:00;220;1.422;
03.10.2018 18:00;03.10.2018 18:15;220;1.881;
03.10.2018 18:15;03.10.2018 18:30;220;1.787;
03.10.2018 18:30;03.10.2018 18:45;220;2.010;
03.10.2018 18:45;03.10.2018 19:00;220;2.045;
03.10.2018 19:00;03.10.2018 19:15;220;2.010;
03.10.2018 19:15;03.10.2018 19:30;220;2.263;
03.10.2018 19:30;03.10.2018 19:45;220;2.228;
03.10.2018 19:45;03.10.2018 20:00;220;2.292;
03.10.2018 20:00;03.10.2018 20:15;220;2.386;
03.10.2018 20:15;03.10.2018 20:30;220;2.504;
03.10.2018 20:30;03.10.2018 20:45;220;2.292;
03.10.2018 20:45;03.10.2018 21:00;220;2.204;
03.10.2018 21:00;03.10.2018 21:15;220;2.169;
03.10.2018 21:15;03.10.2018 21:30;220;2.198;
03.10.2018 21:30;03.10.2018 21:45;220;2.339;
03.10.2018 21:45;03.10.2018 22:00;220;2.140;
03.10.2018 22:00;03.10.2018 22:15;220;2.004;
03.10.2018 22:15;03.10.2018 22:30;220;1.881;
03.10.2018 22:30;03.10.2018 22:45;220;1.757;
03.10.2018 22:45;03.10.2018 23:00;220;1.710;
03.10.2018 23:00;03.10.2018 23:15;220;1.669;
03.10.2018 23:15;03.10.2018 23:30;220;1.652;
03.10.2018 23:30;03.10.2018 23:45;220;1.458;
03.10.2018 23:45;04.10.2018 00:00;220;1.317;
04.10.2018 00:00;04.10.2018 00:15;220;1.240;
04.10.2018 00:15;04.10.2018 00:30;220;1.193;
04.10.2018 00:30;04.10.2018 00:45;220;1.258;
04.10.2018 00:45;04.10.2018 01:00;220;1.217;
04.10.2018 01:00;04.10.2018 01:15;220;1.181;
04.10.2018 01:15;04.10.2018 01:30;220;1.111;
04.10.2018 01:30;04.10.2018 01:45;220;1.076;
04.10.2018 01:45;04.10.2018 02:00;220;1.052;
04.10.2018 02:00;04.10.2018 02:15;220;1.087;
04.10.2018 02:15;04.10.2018 02:30;220;1.129;
04.10.2018 02:30;04.10.2018 02:45;220;1.093;
04.10.2018 02:45;04.10.2018 03:00;220;1.105;
04.10.2018 03:00;04.10.2018 03:15;220;1.087;
04.10.2018 03:15;04.10.2018 03:30;220;1.082;
04.10.2018 03:30;04.10.2018 03:45;220;1.052;
04.10.2018 03:45;04.10.2018 04:00;220;1.040;
04.10.2018 04:00;04.10.2018 04:15;220;1.164;
04.10.2018 04:15;04.10.2018 04:30;220;1.076;
04.10.2018 04:30;04.10.2018 04:45;220;1.111;
04.10.2018 04:45;04.10.2018 05:00;220;1.076;
04.10.2018 05:00;04.10.2018 05:15;220;1.064;
04.10.2018 05:15;04.10.2018 05:30;220;1.099;
04.10.2018 05:30;04.10.2018 05:45;220;1.134;
04.10.2018 05:45;04.10.2018 06:00;220;1.228;
04.10.2018 06:00;04.10.2018 06:15;220;1.358;
04.10.2018 06:15;04.10.2018 06:30;220;1.387;
04.10.2018 06:30;04.10.2018 06:45;220;1.422;
04.10.2018 06:45;04.10.2018 07:00;220;1.505;
04.10.2018 07:00;04.10.2018 07:15;220;1.446;
04.10.2018 07:15;04.10.2018 07:30;220;1.505;
04.10.2018 07:30;04.10.2018 07:45;220;1.634;
04.10.2018 07:45;04.10.2018 08:00;220;1.558;
04.10.2018 08:00;04.10.2018 08:15;220;1.499;
04.10.2018 08:15;04.10.2018 08:30;220;1.675;
04.10.2018 08:30;04.10.2018 08:45;220;1.564;
04.10.2018 08:45;04.10.2018 09:00;220;1.740;
04.10.2018 09:00;04.10.2018 09:15;220;1.658;
04.10.2018 09:15;04.10.2018 09:30;220;1.599;
04.10.2018 09:30;04.10.2018 09:45;220;1.757;
04.10.2018 09:45;04.10.2018 10:00;220;1.793;
04.10.2018 10:00;04.10.2018 10:15;220;1.916;
04.10.2018 10:15;04.10.2018 10:30;220;1.681;
04.10.2018 10:30;04.10.2018 10:45;220;1.587;
04.10.2018 10:45;04.10.2018 11:00;220;1.822;
04.10.2018 11:00;04.10.2018 11:15;220;1.652;
04.10.2018 11:15;04.10.2018 11:30;220;1.516;
04.10.2018 11:30;04.10.2018 11:45;220;1.810;
04.10.2018 11:45;04.10.2018 12:00;220;1.963;
04.10.2018 12:00;04.10.2018 12:15;220;1.881;
04.10.2018 12:15;04.10.2018 12:30;220;1.810;
04.10.2018 12:30;04.10.2018 12:45;220;1.799;
04.10.2018 12:45;04.10.2018 13:00;220;1.951;
04.10.2018 13:00;04.10.2018 13:15;220;1.728;
04.10.2018 13:15;04.10.2018 13:30;220;1.893;
04.10.2018 13:30;04.10.2018 13:45;220;1.869;
04.10.2018 13:45;04.10.2018 14:00;220;1.951;
04.10.2018 14:00;04.10.2018 14:15;220;1.699;
04.10.2018 14:15;04.10.2018 14:30;220;1.628;
04.10.2018 14:30;04.10.2018 14:45;220;1.775;
04.10.2018 14:45;04.10.2018 15:00;220;1.840;
04.10.2018 15:00;04.10.2018 15:15;220;1.951;
04.10.2018 15:15;04.10.2018 15:30;220;1.528;
04.10.2018 15:30;04.10.2018 15:45;220;1.481;
04.10.2018 15:45;04.10.2018 16:00;220;1.552;
04.10.2018 16:00;04.10.2018 16:15;220;1.499;
04.10.2018 16:15;04.10.2018 16:30;220;1.499;
04.10.2018 16:30;04.10.2018 16:45;220;1.587;
04.10.2018 16:45;04.10.2018 17:00;220;1.705;
04.10.2018 17:00;04.10.2018 17:15;220;1.528;
04.10.2018 17:15;04.10.2018 17:30;220;1.528;
04.10.2018 17:30;04.10.2018 17:45;220;1.522;
04.10.2018 17:45;04.10.2018 18:00;220;1.616;
04.10.2018 18:00;04.10.2018 18:15;220;2.010;
04.10.2018 18:15;04.10.2018 18:30;220;1.710;
04.10.2018 18:30;04.10.2018 18:45;220;1.852;
04.10.2018 18:45;04.10.2018 19:00;220;2.234;
04.10.2018 19:00;04.10.2018 19:15;220;2.057;
04.10.2018 19:15;04.10.2018 19:30;220;2.075;
04.10.2018 19:30;04.10.2018 19:45;220;2.322;
04.10.2018 19:45;04.10.2018 20:00;220;2.204;
04.10.2018 20:00;04.10.2018 20:15;220;2.486;
04.10.2018 20:15;04.10.2018 20:30;220;2.575;
04.10.2018 20:30;04.10.2018 20:45;220;2.281;
04.10.2018 20:45;04.10.2018 21:00;220;2.210;
04.10.2018 21:00;04.10.2018 21:15;220;2.228;
04.10.2018 21:15;04.10.2018 21:30;220;2.157;
04.10.2018 21:30;04.10.2018 21:45;220;2.257;
04.10.2018 21:45;04.10.2018 22:00;220;2.057;
04.10.2018 22:00;04.10.2018 22:15;220;2.028;
04.10.2018 22:15;04.10.2018 22:30;220;1.916;
04.10.2018 22:30;04.10.2018 22:45;220;1.946;
04.10.2018 22:45;04.10.2018 23:00;220;1.799;
04.10.2018 23:00;04.10.2018 23:15;220;1.593;
04.10.2018 23:15;04.10.2018 23:30;220;1.528;
04.10.2018 23:30;04.10.2018 23:45;220;1.422;
04.10.2018 23:45;05.10.2018 00:00;220;1.346;
05.10.2018 00:00;05.10.2018 00:15;220;1.334;
05.10.2018 00:15;05.10.2018 00:30;220;1.275;
05.10.2018 00:30;05.10.2018 00:45;220;1.287;
05.10.2018 00:45;05.10.2018 01:00;220;1.211;
05.10.2018 01:00;05.10.2018 01:15;220;1.240;
05.10.2018 01:15;05.10.2018 01:30;220;1.234;
05.10.2018 01:30;05.10.2018 01:45;220;1.181;
05.10.2018 01:45;05.10.2018 02:00;220;1.170;
05.10.2018 02:00;05.10.2018 02:15;220;1.134;
05.10.2018 02:15;05.10.2018 02:30;220;1.158;
05.10.2018 02:30;05.10.2018 02:45;220;1.176;
05.10.2018 02:45;05.10.2018 03:00;220;1.123;
05.10.2018 03:00;05.10.2018 03:15;220;1.111;
05.10.2018 03:15;05.10.2018 03:30;220;1.064;
05.10.2018 03:30;05.10.2018 03:45;220;1.011;
05.10.2018 03:45;05.10.2018 04:00;220;1.005;
05.10.2018 04:00;05.10.2018 04:15;220;1.129;
05.10.2018 04:15;05.10.2018 04:30;220;1.052;
05.10.2018 04:30;05.10.2018 04:45;220;1.058;
05.10.2018 04:45;05.10.2018 05:00;220;1.023;
05.10.2018 05:00;05.10.2018 05:15;220;1.029;
05.10.2018 05:15;05.10.2018 05:30;220;1.040;
05.10.2018 05:30;05.10.2018 05:45;220;1.087;
05.10.2018 05:45;05.10.2018 06:00;220;1.228;
05.10.2018 06:00;05.10.2018 06:15;220;1.228;
05.10.2018 06:15;05.10.2018 06:30;220;1.352;
05.10.2018 06:30;05.10.2018 06:45;220;1.270;
05.10.2018 06:45;05.10.2018 07:00;220;1.505;
05.10.2018 07:00;05.10.2018 07:15;220;1.534;
05.10.2018 07:15;05.10.2018 07:30;220;1.575;
05.10.2018 07:30;05.10.2018 07:45;220;1.652;
05.10.2018 07:45;05.10.2018 08:00;220;1.681;
05.10.2018 08:00;05.10.2018 08:15;220;1.634;
05.10.2018 08:15;05.10.2018 08:30;220;1.840;
05.10.2018 08:30;05.10.2018 08:45;220;1.669;
05.10.2018 08:45;05.10.2018 09:00;220;1.593;
05.10.2018 09:00;05.10.2018 09:15;220;1.705;
05.10.2018 09:15;05.10.2018 09:30;220;1.640;
05.10.2018 09:30;05.10.2018 09:45;220;2.081;
05.10.2018 09:45;05.10.2018 10:00;220;1.940;
05.10.2018 10:00;05.10.2018 10:15;220;1.857;
05.10.2018 10:15;05.10.2018 10:30;220;1.810;
05.10.2018 10:30;05.10.2018 10:45;220;2.087;
05.10.2018 10:45;05.10.2018 11:00;220;1.863;
05.10.2018 11:00;05.10.2018 11:15;220;1.722;
05.10.2018 11:15;05.10.2018 11:30;220;1.652;
05.10.2018 11:30;05.10.2018 11:45;220;1.687;
05.10.2018 11:45;05.10.2018 12:00;220;1.746;
05.10.2018 12:00;05.10.2018 12:15;220;1.775;
05.10.2018 12:15;05.10.2018 12:30;220;1.781;
05.10.2018 12:30;05.10.2018 12:45;220;1.928;
05.10.2018 12:45;05.10.2018 13:00;220;1.946;
05.10.2018 13:00;05.10.2018 13:15;220;1.987;
05.10.2018 13:15;05.10.2018 13:30;220;2.145;
05.10.2018 13:30;05.10.2018 13:45;220;1.904;
05.10.2018 13:45;05.10.2018 14:00;220;1.899;
05.10.2018 14:00;05.10.2018 14:15;220;1.675;
05.10.2018 14:15;05.10.2018 14:30;220;1.810;
05.10.2018 14:30;05.10.2018 14:45;220;1.828;
05.10.2018 14:45;05.10.2018 15:00;220;1.611;
05.10.2018 15:00;05.10.2018 15:15;220;1.581;
05.10.2018 15:15;05.10.2018 15:30;220;1.440;
05.10.2018 15:30;05.10.2018 15:45;220;1.405;
05.10.2018 15:45;05.10.2018 16:00;220;1.516;
05.10.2018 16:00;05.10.2018 16:15;220;1.422;
05.10.2018 16:15;05.10.2018 16:30;220;1.393;
05.10.2018 16:30;05.10.2018 16:45;220;1.611;
05.10.2018 16:45;05.10.2018 17:00;220;1.540;
05.10.2018 17:00;05.10.2018 17:15;220;1.393;
05.10.2018 17:15;05.10.2018 17:30;220;1.587;
05.10.2018 17:30;05.10.2018 17:45;220;1.628;
05.10.2018 17:45;05.10.2018 18:00;220;1.534;
05.10.2018 18:00;05.10.2018 18:15;220;1.810;
05.10.2018 18:15;05.10.2018 18:30;220;2.245;
05.10.2018 18:30;05.10.2018 18:45;220;2.057;
05.10.2018 18:45;05.10.2018 19:00;220;2.004;
05.10.2018 19:00;05.10.2018 19:15;220;2.045;
05.10.2018 19:15;05.10.2018 19:30;220;2.104;
05.10.2018 19:30;05.10.2018 19:45;220;2.257;
05.10.2018 19:45;05.10.2018 20:00;220;2.198;
05.10.2018 20:00;05.10.2018 20:15;220;2.145;
05.10.2018 20:15;05.10.2018 20:30;220;2.216;
05.10.2018 20:30;05.10.2018 20:45;220;2.104;
05.10.2018 20:45;05.10.2018 21:00;220;1.934;
05.10.2018 21:00;05.10.2018 21:15;220;1.998;
05.10.2018 21:15;05.10.2018 21:30;220;1.875;
05.10.2018 21:30;05.10.2018 21:45;220;2.040;
05.10.2018 21:45;05.10.2018 22:00;220;1.981;
05.10.2018 22:00;05.10.2018 22:15;220;1.863;
05.10.2018 22:15;05.10.2018 22:30;220;1.781;
05.10.2018 22:30;05.10.2018 22:45;220;1.757;
05.10.2018 22:45;05.10.2018 23:00;220;1.699;
05.10.2018 23:00;05.10.2018 23:15;220;1.634;
05.10.2018 23:15;05.10.2018 23:30;220;1.516;
05.10.2018 23:30;05.10.2018 23:45;220;1.346;
05.10.2018 23:45;06.10.2018 00:00;220;1.375;
06.10.2018 00:00;06.10.2018 00:15;220;1.352;
